Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
BAH;Derrick Atkins;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CGO;Devilert Arsene Kimbembe;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
MLT;Diane Borg;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GBR;Dwain Chambers;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
ASA;Elama Fa’atonu;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
NOR;Ezinne Okparaebo;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
MRI;Fabrice Coiffic;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
YEM;Fatima Sulaiman Dahman;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
INA;Fernando Lumain;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
COM;Ahamada Feta;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
HKG;Fong Yee Pui;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
ZAM;Gerald Phiri;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
BUR;Gérard Kobéané;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
NGR;Gloria Asumnu;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
UZB;Guzel Khubbieva;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
LBA;Hala Gezah;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GBS;Holder da Silva;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CMR;Idrissa Adam;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
COL;Isidro Montoya;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
BUL;Ivet Lalova;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
IVB;J'maal Alexander;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GBR;James Dasaolu;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
VAN;Janice Alatoa;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
SKN;Jason Rogers;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
NOR;Jaysuma Saidy Ndure;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GUY;Jeremy Bascom;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
FRA;Jimmy Vicaut;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
FSM;John Howard;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
TGA;Joseph Andy Lui;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
SUR;Jurgen Themen;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
USA;Justin Gatlin;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CAN;Justyn Warner;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
BIZ;Kaina Martinez;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
KIR;Kaingaue David;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
CZE;Kateřina Čechová;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
TTO;Kelly-Ann Baptiste;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
CAY;Kemar Hyman;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CAN;Kerri-Ann Mitchell;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
JAM;Kerron Stewart;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
TTO;Keston Bledman;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
LAO;Kilakone Siphonexay;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
SKN;Kim Collins;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
LAO;Laenly Phoutthavong;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
ISV;LaVerne Jones-Ferrette;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
PAK;Liaquat Ali;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CPV;Lidiane Lopes;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
LTU;Lina Grincikaite;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
CGO;Lorene Bazolo;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
EST;Marek Niit;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GRE;Maria Belibasaki;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
POL;Marta Jeschke;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
SMR;Martina Pretelli;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
JPN;Masashi Eriguchi;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
AFG;Masoud Azizi;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
TKM;Maysa Rejepova;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
AUS;Melissa Breen;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
TTO;Michelle-Lee Ahye;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
PUR;Miguel López;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
FSM;Mihter Wendolin;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BAN;Mohan Khan;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CIV;Murielle Ahoure;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
CIV;Murielle Ahoure;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
FRA;Myriam Soumaré;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
NIG;Nafissa Souleymane;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
UKR;Nataliya Pohrebnyak;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BRA;Nilson Andre;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
TUR;Nimet Karakus;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
KIR;Nooa Takooa;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
QAT;Noor Hussain Al-Malki;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
NGR;Obinna Metu;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
NGR;Ogho-Oghene Egwero;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
UKR;Olesya Povh;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
RUS;Olga Belkina;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
KAZ;Olga Bludova;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
NGR;Oludamola Osayomi;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
COK;Patricia Taea;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
COK;Patrick Tuara;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
SOL;Pauline Kwalea;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GRN;Paul Williams;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
NGR;Peter Emelieze;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
LBR;Phobay Kutu-Akoi;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
NEP;Pramila Rijal;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
MLT;Rachid Chouhal;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
BAR;Ramon Gittens;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
IRA;Reza Ghasemi;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
TTO;Richard Thompson;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
JOR;Rima Taha;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
PLW;Rodman Teltull;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
TTO;Rondel Sorrillo;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
BRA;Rosângela Santos;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
PLW;Ruby Joy Gabriel;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GAB;Ruddy Zang Milama;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
USA;Ryan Bailey;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
JPN;Ryota Yamagata;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
LTU;Rytis Sakalauskas;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GAM;Saruba Colley;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
TTO;Semoy Hackett;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
JAM;Shelly-Ann Fraser-Pryce;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BAH;Sheniqua Ferguson;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
OMA;Shinoona Salah Al-Habsi;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
CHN;Su Bingtian;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GAM;Suwaibou Sanneh;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
IVB;Tahesia Harrigan-Scott;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
AFG;Tahmina Kohistani;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GER;Tatjana Pinto;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
TUV;Tavevele Noa;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
USA;Tianna Madison;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
NEP;Tilak Ram Tharu;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
MHL;Timi Garstang;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
PNG;Toea Wisil;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
USA;Tyson Gay;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
JAM;Usain Bolt;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
GER;Verena Sailer;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
JAM;Veronica Campbell-Brown;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
FRA;Véronique Mang;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BAH;Warren Fraser;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
CHN;Wei Yongli;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
GAB;Wilfried Bingangoye;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
SIN;Yeo Foo Ee Gary;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
JAM;Yohan Blake;100-Meter-Lauf;Sprint;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_100_metres
COL;Yomara Hinestroza;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BLR;Yuliya Balykina;100-Meter-Lauf;Sprint;2012;London;Women;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Women%27s_100_metres
BEL;Adrien Deghelt;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
LIB;Ahmad Hazer;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
RUS;Aleksey Dremin;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
GER;Alexander John;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
MAD;Ali Kamé;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
GBR;Andrew Pozzi;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
JAM;Andrew Riley;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
GBR;Andy Turner;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
USA;Aries Merritt;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
POL;Artur Noga;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
HUN;Balázs Baji;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
HUN;Dániel Kiss;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
GEO;David Ilariani;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
CUB;Dayron Robles;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
FRA;Dimitri Bascou;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
ITA;Emanuele Abate;110-Meter-Hürdenlauf;Hürdenlauf;2012;London;Men;https://en.wikipedia.org/wiki/Athletics_at_the_2012_Summer_Olympics_%E2%80%93_Men%27s_110_metres_hurdles
