Land;Name;Disziplin;Kategorie;Jahr;Ort;Geschlecht;Link
USA;Carl Lewis;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
USA;Carl Lewis;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
USA;Carl Lewis;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
USA;Carl Lewis;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
USA;Chandra Cheeseborough;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
SEN;Charles-Louis Seck;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SEN;Charles-Louis Seck;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SEN;Charles-Louis Seck;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SEN;Charles-Louis Seck;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Christian Nenepath;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Christian Nenepath;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Christian Nenepath;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Christian Nenepath;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
FRG;Christian Zirkelbach;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
FRG;Christian Zirkelbach;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
FRG;Christian Zirkelbach;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
FRG;Christian Zirkelbach;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
BAR;Clyde Edwards;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
BAR;Clyde Edwards;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
BAR;Clyde Edwards;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
BAR;Clyde Edwards;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Daley Thompson;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Daley Thompson;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Daley Thompson;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Daley Thompson;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;David Peter Sawyerr;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;David Peter Sawyerr;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;David Peter Sawyerr;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;David Peter Sawyerr;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
BAH;Debbie Greene;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
GBR;Donovan Reid;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Donovan Reid;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Donovan Reid;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
GBR;Donovan Reid;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
JAM;Don Quarrie;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
JAM;Don Quarrie;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
JAM;Don Quarrie;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
JAM;Don Quarrie;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
FRG;Edith Oker;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
BAH;Eldece Clarke;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
INA;Ernawan Witarsa;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Ernawan Witarsa;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Ernawan Witarsa;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
INA;Ernawan Witarsa;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
TRI;Ester Hope-Washington;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
USA;Evelyn Ashford;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
QAT;Faraj Abdulla;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
QAT;Faraj Abdulla;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
QAT;Faraj Abdulla;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
QAT;Faraj Abdulla;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;Felix Sandy;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;Felix Sandy;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;Felix Sandy;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
SLE;Felix Sandy;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Men;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Men%27s_4_%C3%97_100_metres_relay
CAN;France Gareau;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
GAM;Georgiana Freeman;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
TRI;Gillian Forde;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
GHA;Grace;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
JAM;Grace Jackson;4-mal-100-Meter-Staffellauf;Staffellauf;1984;Los Angeles;Women;https://en.wikipedia.org/wiki/Athletics_at_the_1984_Summer_Olympics_%E2%80%93_Women%27s_4_%C3%97_100_metres_relay
