"1","2","3","4","Game"
"15","Svetlana Lapina","Russia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.15"
"16","Miki Imai","Japan","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.16"
"17","Blanka Vlašić","Croatia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.17"
"18","Dóra Györffy","Hungary","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.18"
"18","Hanne Haugland","Norway","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.19"
"20","Solange Witteveen","Argentina","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.20"
"21","Nelė Žilinskienė","Lithuania","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.21"
"22","Marta Mendía","Spain","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.22"
"23","Inna Gliznutsa","Moldova","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.23"
"24","Karol Damon","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.24"
"25","Linda Horvath","Austria","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.25"
"26","Erin Aldrich","United States","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.26"
"26","Marina Kuptsova","Russia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.27"
"28","Olga Bolşova","Moldova","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.28"
"29","Iryna Mykhalchenko","Ukraine","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.29"
"30","Tatyana Shevchik","Belarus","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.30"
"31","Amy Acuff","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.31"
"32","Alison Inverarity","Australia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.32"
"33","Agni Charalambous","Cyprus","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.33"
"33","Niki Bakogianni","Greece","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.34"
NA,"Hristina Kalcheva","Bulgaria","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.35"
NA,"Karen Beautle","Jamaica","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.36"
NA,"Līga Kļaviņa","Latvia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.37"
NA,"Tatyana Efimenko","Kyrgyzstan","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.38"
"01 !","Yelena Yelesina","Russia","2.01","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.39"
"02 !","Hestrie Cloete","South Africa","2.01","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.40"
"03 !","Kajsa Bergqvist","Sweden","1.99","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.41"
"03 !","Oana Pantelimon","Romania","1.99","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.42"
"5","Inha Babakova","Ukraine","1.96","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.43"
"6","Svetlana Zalevskaya","Kazakhstan","1.96","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.44"
"7","Viktoriya Palamar","Ukraine","1.96","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.45"
"8","Amewu Mensah","Germany","1.93","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.46"
"9","Venelina Veneva","Bulgaria","1.93","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.47"
"9","Monica Iagar","Romania","1.93","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.48"
"11","Yoko Ota","Japan","1.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.49"
"11","Zuzana Hlavonova","Czech Republic","1.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.50"
"13","Eleonora Milusheva","Bulgaria","1.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_high_jump.51"
"1","3","Dmitriy Markov","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.1"
"2","4","Viktor Chistiakov","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.2"
"3","T10","Tim Lobinger","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.3"
"3","12","Yevgeniy Smiryagin","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.4"
"5","T10","Lawrence Johnson","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.5"
"6","13","Montxu Miranda","Spain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.6"
"7","14","Stepan Janacek","Czech Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.7"
"8","15","Rens Blom","Netherlands","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.8"
"9","T16","Jean Galfione","France","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.9"
"10","T20","Danny Krasnov","Israel","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.10"
"10","T20","Patrik Kristiansson","Sweden","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.11"
"12","T22","Thibaut Duval","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.12"
"13","T26","Pavel Gerasimov","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.13"
"14","32","Nuno Fernandes","Portugal","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.14"
NA,"","Sergey Bubka","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.15"
NA,"","Ruhan Isim","Turkey","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.16"
NA,"","Igor Potapovich","Kazakhstan","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.17"
NA,"","Robison Pratt","Mexico","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.18"
"1","1","Nick Hysong","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.19"
"2","2","Daniel Ecker","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.20"
"3","5","Michael Stolle","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.21"
"4","6","Giuseppe Gibilisco","Italy","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.22"
"5","T7","Alexander Averbukh","Israel","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.23"
"5","T7","Okkert Brits","South Africa","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.24"
"5","T7","Maksim Tarasov","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.25"
"8","T16","Paul Burgess","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.26"
"8","T16","Javier Garcia","Spain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.27"
"8","T16","Kevin Hughes","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.28"
"11","T22","Ilian Efremov","Bulgaria","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.29"
"11","T22","Martin Eriksson","Sweden","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.30"
"13","25","Manabu Yokoyama","Japan","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.31"
"14","T26","Chad Harting","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.32"
"14","T26","Dominic Johnson","Saint Lucia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.33"
"16","29","Joao Andre","Portugal","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.34"
"17","31","Romain Mesnil","France","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.35"
"17","30","Denys Yurchenko","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.36"
NA,"","Photis Stefani","Cyprus","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.37"
"1","Nick Hysong","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.38"
"2","Daniel Ecker","Germany","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.39"
"3","Dmitriy Markov","Australia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.40"
"4","Viktor Chistiakov","Australia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.41"
"5","Michael Stolle","Germany","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.42"
"6","Giuseppe Gibilisco","Italy","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.43"
"7","Okkert Brits","South Africa","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.44"
"7","Maksim Tarasov","Russia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.45"
"7","Alexander Averbukh","Israel","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.46"
"10","Tim Lobinger","Germany","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.47"
"10","Lawrence Johnson","United States","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.48"
"12","Yevgeniy Smiryagin","Russia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.49"
"13","Montxu Miranda","Spain","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.50"
"14","Stepan Janacek","Czech Republic","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.51"
"15","Rens Blom","Netherlands","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.52"
"16","Jean Galfione","France","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.53"
"16","Paul Burgess","Australia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.54"
"16","Kevin Hughes","Great Britain","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.55"
"16","Javier Garcia","Spain","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.56"
"20","Patrik Kristiansson","Sweden","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.57"
"20","Danny Krasnov","Israel","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.58"
"T22","Ilian Efremov","Bulgaria","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.59"
"T22","Thibaut Duval","Belgium","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.60"
"T22","Martin Eriksson","Sweden","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.61"
"25","Manabu Yokoyama","Japan","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.62"
"26","Pavel Gerasimov","Russia","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.63"
"26","Chad Harting","United States","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.64"
"26","Dominic Johnson","Saint Lucia","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.65"
"29","Joao Andre","Portugal","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.66"
"30","Denys Yurchenko","Ukraine","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.67"
"31","Romain Mesnil","France","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.68"
"32","Nuno Fernandes","Portugal","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.69"
"","Ruhan Isim","Turkey","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.70"
"","Photis Stefani","Cyprus","B","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.71"
"","Sergey Bubka","Ukraine","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.72"
"","Igor Potapovich","Kazakhstan","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.73"
"","Robison Pratt","Mexico","A","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.74"
"1","Nick Hysong","United States","5.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.75"
"2","Lawrence Johnson","United States","5.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.76"
"3","Maksim Tarasov","Russia","5.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.77"
"4","Michael Stolle","Germany","5.9","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.78"
"5","Viktor Chistiakov","Australia","5.8","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.79"
"5","Dmitriy Markov","Australia","5.8","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.80"
"7","Okkert Brits","South Africa","5.8","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.81"
"8","Daniel Ecker","Germany","5.8","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.82"
"9","Montxu Miranda","Spain","5.7","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.83"
"10","Giuseppe Gibilisco","Italy","5.5","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.84"
"10","Aleksandr Averbukh","Israel","5.5","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.85"
"10","Yevgeniy Smiryagin","Russia","5.5","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.86"
"13","Tim Lobinger","Germany","5.5","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Men%27s_pole_vault.87"
"1","1","Tatiana Grigorieva","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.1"
"1","1","Daniela Bártová","Czech Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.2"
"1","1","Nicole Rieger-Humbert","Germany","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.3"
"1","1","Anzhela Balakhonova","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.4"
"5","7","Marie Rasmussen","Denmark","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.5"
"6","11","Stacy Dragila","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.6"
"7","12","Monika Pyrek","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.7"
"8","17","Caroline Ammel","France","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.8"
"9","18","Alejandra García","Argentina","https://en.wikipedia.org/wiki/Athletics_at_the_2000_Summer_Olympics./wiki/Athletics_at_the_2000_Summer_Olympics_%E2%80%93_Women%27s_pole_vault.9"
