"1","2","3","4","Game"
"8","2","Aleksandra Fedoriva","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.96"
"01 !","4","Veronica Campbell-Brown","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.97"
"02 !","5","Allyson Felix","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.98"
"03 !","6","Kerron Stewart","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.99"
"4","9","Muna Lee","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.100"
"5","7","Marshevet Hooker","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.101"
"6","8","Sherone Simpson","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.102"
"7","2","Debbie Ferguson-McKenzie","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.103"
"8","3","Cydonie Mothersille","Cayman Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_200_metres.104"
"1","4","Leslie Djhone","France","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.1"
"2","5","David Neville","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.2"
"3","6","William Collazo","Cuba","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.3"
"4","8","Kévin Borlée","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.4"
"5","9","Denis Alekseyev","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.5"
"6","3","Young Talkmore Nyongani","Zimbabwe","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.6"
"7","7","Eric Milazar","Mauritius","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.7"
"8","2","Gakologelwang Masheto","Botswana","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.8"
"1","6","Chris Brown","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.9"
"2","7","Joel Milburn","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.10"
"3","4","Johan Wissman","Sweden","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.11"
"4","5","Gary Kikaya","DR Congo","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.12"
"5","8","Sanjay Ayre","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.13"
"6","9","Arismendy Peguero","Dominican Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.14"
"7","3","Ivano Bucci","San Marino","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.15"
"8","2","Liu Xiaosheng","China","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.16"
"1","8","Nery Brenes","Costa Rica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.17"
"2","3","James Godday","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.18"
"3","9","Andretti Bain","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.19"
"4","7","Niko Verekauta","Fiji","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.20"
"5","6","Fernando de Almeida","Brazil","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.21"
"6","2","Lewis Banda","Zimbabwe","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.22"
"7","4","Vincent Mumo Kiilu","Kenya","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.23"
"8","5","Nagmeldin Ali Abubakr","Sudan","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.24"
"1","7","Martyn Rooney","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.25"
"2","8","Sean Wroe","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.26"
"3","5","Ricardo Chambers","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.27"
"4","3","Erison Hurtault","Dominica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.28"
"5","9","Andrés Silva","Uruguay","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.29"
"6","2","Rudolf Götz","Czech Republic","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.30"
"7","6","Yuzo Kanemaru","Japan","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.31"
"99 !","4","California Molefe","Botswana","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.32"
"1","2","LaShawn Merritt","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.33"
"2","7","Saul Weigopwa","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.34"
"3","8","Claudio Licciardello","Italy","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.35"
"4","3","Jonathan Borlée","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.36"
"5","6","Ato Modibo","Trinidad and Tobago","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.37"
"6","9","Alleyne Francique","Grenada","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.38"
"7","5","Geiner Mosquera","Colombia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.39"
"8","4","Siraj Williams","Liberia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.40"
"1","7","Andrew Steele","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.41"
"2","5","Renny Quow","Trinidad and Tobago","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.42"
"3","6","Michael Mathieu","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.43"
"4","8","Michael Blackwood","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.44"
"5","2","Tyler Christopher","Canada","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.45"
"6","3","Joel Phillip","Grenada","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.46"
"7","9","Félix Martínez","Puerto Rico","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.47"
"8","4","Daniel Dąbrowski","Poland","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.48"
"1","9","Jeremy Wariner","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.49"
"2","6","Tabarie Henry","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.50"
"3","2","Cedric van Branteghem","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.51"
"4","4","David Gillick","Ireland","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.52"
"5","5","Maksim Dyldin","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.53"
"6","3","Myhaylo Knysh","Ukraine","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.54"
"7","7","Mathieu Gnanligo","Benin","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.55"
"8","8","Naiel Santiago d'Almeida","São Tomé and Príncipe","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.56"
"1","6","Jeremy Wariner","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.57"
"2","5","Chris Brown","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.58"
"3","6","Kévin Borlée","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.59"
"4","7","Nery Brenes","Costa Rica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.60"
"5","4","Saul Weigopwa","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.61"
"6","2","William Collazo","Cuba","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.62"
"7","8","Tabarie Henry","Virgin Islands","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.63"
"8","2","Claudio Licciardello","Italy","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.64"
"1","6","Leslie Djhone","France","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.65"
"2","4","David Neville","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.66"
"3","5","Joel Milburn","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.67"
"4","9","Ricardo Chambers","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.68"
"5","3","Jonathan Borlée","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.69"
"6","8","James Godday","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.70"
"7","2","Andretti Bain","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.71"
"8","7","Andrew Steele","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.72"
"1","7","LaShawn Merritt","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.73"
"2","6","Martyn Rooney","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.74"
"3","8","Johan Wissman","Sweden","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.75"
"4","5","Renny Quow","Trinidad and Tobago","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.76"
"5","2","Gary Kikaya","DR Congo","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.77"
"6","9","Michael Mathieu","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.78"
"7","4","Sean Wroe","Australia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.79"
"8","3","Cedric van Branteghem","Belgium","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.80"
"01 !","4","LaShawn Merritt","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.81"
"02 !","7","Jeremy Wariner","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.82"
"03 !","9","David Neville","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.83"
"4","5","Chris Brown","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.84"
"5","6","Leslie Djhone","France","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.85"
"6","8","Martyn Rooney","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.86"
"7","2","Renny Quow","Trinidad and Tobago","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.87"
"8","3","Johan Wissman","Sweden","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Men%27s_400_metres.88"
"1","5","Richards, SanyaSanya Richards","United States","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.1"
"2","7","Williams, SherickaShericka Williams","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.2"
"3","7","Firova, TatianaTatiana Firova","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.3"
"4","2","Grenot Martinez, LibaniaLibania Grenot Martinez","Italy","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.4"
"5","2","Montsho, AmantleAmantle Montsho","Botswana","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.5"
"6","5","Pompey, AliannAliann Pompey","Guyana","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.6"
"7","1","Whyte, RosemarieRosemarie Whyte","Jamaica","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.7"
"7","4","Ohuruogu, ChristineChristine Ohuruogu","Great Britain","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.8"
"9","4","Gushchina, YuliaYulia Gushchina","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.9"
"10","1","Amertil, ChristineChristine Amertil","Bahamas","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.10"
"11","3","Kapachinskaya, AnastasiaAnastasia Kapachinskaya","Russia","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.11"
"12","1","Odumosu, AjokeAjoke Odumosu","Nigeria","https://en.wikipedia.org/wiki/Athletics_at_the_2008_Summer_Olympics./wiki/Athletics_at_the_2008_Summer_Olympics_%E2%80%93_Women%27s_400_metres.12"
